,Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,StepTotal
58,1503960366,04/14/2016,109,23,0.383333,1106
59,1503960366,04/14/2016,64,7,0.116667,50
60,1503960366,04/14/2016,85,18,0.3,501
61,1503960366,04/14/2016,137,54,0.9,1779
62,1503960366,04/14/2016,113,22,0.366667,1228
63,1503960366,04/14/2016,66,7,0.116667,139
64,1503960366,04/14/2016,88,25,0.416667,408
65,1503960366,04/14/2016,61,5,0.083333,37
66,1503960366,04/14/2016,72,12,0.2,322
67,1503960366,04/14/2016,55,1,0.016667,11
68,1503960366,04/14/2016,91,24,0.4,806
69,1503960366,04/14/2016,174,57,0.95,2670
70,1503960366,04/14/2016,79,17,0.283333,362
71,1503960366,04/14/2016,50,0,0.0,0
72,1503960366,04/15/2016,60,6,0.1,83
73,1503960366,04/15/2016,58,5,0.083333,75
74,1503960366,04/15/2016,59,7,0.116667,124
75,1503960366,04/15/2016,47,0,0.0,0
76,1503960366,04/15/2016,47,0,0.0,0
77,1503960366,04/15/2016,49,1,0.016667,26
78,1503960366,04/15/2016,47,0,0.0,0
79,1503960366,04/15/2016,49,1,0.016667,7
80,1503960366,04/15/2016,54,5,0.083333,55
81,1503960366,04/15/2016,50,2,0.033333,21
82,1503960366,04/15/2016,63,8,0.133333,154
83,1503960366,04/15/2016,84,23,0.383333,425
84,1503960366,04/15/2016,74,13,0.216667,270
85,1503960366,04/15/2016,67,9,0.15,373
86,1503960366,04/15/2016,47,0,0.0,0
87,1503960366,04/15/2016,47,0,0.0,0
88,1503960366,04/15/2016,47,0,0.0,0
89,1503960366,04/15/2016,140,47,0.783333,1774
90,1503960366,04/15/2016,87,22,0.366667,509
91,1503960366,04/15/2016,97,32,0.533333,519
92,1503960366,04/15/2016,64,8,0.133333,77
93,1503960366,04/15/2016,75,14,0.233333,280
94,1503960366,04/15/2016,151,66,1.1,2145
95,1503960366,04/15/2016,182,95,1.583333,2768
96,1503960366,04/16/2016,77,15,0.25,459
97,1503960366,04/16/2016,48,0,0.0,0
98,1503960366,04/16/2016,52,3,0.05,63
99,1503960366,04/16/2016,48,1,0.016667,6
100,1503960366,04/16/2016,49,1,0.016667,6
101,1503960366,04/16/2016,49,1,0.016667,12
102,1503960366,04/16/2016,48,0,0.0,0
103,1503960366,04/16/2016,54,4,0.066667,101
104,1503960366,04/16/2016,62,9,0.15,175
105,1503960366,04/16/2016,124,38,0.633333,1181
106,1503960366,04/16/2016,110,14,0.233333,1295
107,1503960366,04/16/2016,147,30,0.5,2043
108,1503960366,04/16/2016,119,42,0.7,1513
109,1503960366,04/16/2016,214,90,1.5,3616
110,1503960366,04/16/2016,82,20,0.333333,580
111,1503960366,04/16/2016,51,0,0.0,0
112,1503960366,04/16/2016,54,2,0.033333,15
113,1503960366,04/16/2016,79,17,0.283333,380
114,1503960366,04/16/2016,65,10,0.166667,96
115,1503960366,04/16/2016,67,12,0.2,146
116,1503960366,04/16/2016,81,19,0.316667,385
117,1503960366,04/16/2016,75,13,0.216667,463
118,1503960366,04/16/2016,55,3,0.05,42
119,1503960366,04/16/2016,56,5,0.083333,92
120,1503960366,04/17/2016,47,0,0.0,0
121,1503960366,04/17/2016,48,0,0.0,0
122,1503960366,04/17/2016,47,0,0.0,0
123,1503960366,04/17/2016,49,1,0.016667,8
124,1503960366,04/17/2016,48,0,0.0,0
125,1503960366,04/17/2016,48,0,0.0,0
126,1503960366,04/17/2016,48,0,0.0,0
127,1503960366,04/17/2016,48,0,0.0,0
128,1503960366,04/17/2016,48,0,0.0,0
129,1503960366,04/17/2016,48,0,0.0,0
130,1503960366,04/17/2016,47,0,0.0,0
131,1503960366,04/17/2016,63,9,0.15,84
132,1503960366,04/17/2016,76,18,0.3,260
133,1503960366,04/17/2016,83,23,0.383333,402
134,1503960366,04/17/2016,69,10,0.166667,252
135,1503960366,04/17/2016,73,13,0.216667,191
136,1503960366,04/17/2016,57,2,0.033333,13
137,1503960366,04/17/2016,174,71,1.183333,2613
138,1503960366,04/17/2016,136,39,0.65,1616
139,1503960366,04/17/2016,95,24,0.4,754
140,1503960366,04/17/2016,191,87,1.45,2955
141,1503960366,04/17/2016,79,16,0.266667,487
142,1503960366,04/17/2016,58,5,0.083333,70
143,1503960366,04/17/2016,50,0,0.0,0
144,1503960366,04/18/2016,82,21,0.35,416
145,1503960366,04/18/2016,48,0,0.0,0
146,1503960366,04/18/2016,47,0,0.0,0
147,1503960366,04/18/2016,47,0,0.0,0
148,1503960366,04/18/2016,47,0,0.0,0
149,1503960366,04/18/2016,47,0,0.0,0
150,1503960366,04/18/2016,47,0,0.0,0
151,1503960366,04/18/2016,47,0,0.0,0
152,1503960366,04/18/2016,47,0,0.0,0
153,1503960366,04/18/2016,133,39,0.65,1688
154,1503960366,04/18/2016,81,17,0.283333,380
155,1503960366,04/18/2016,73,15,0.25,328
156,1503960366,04/18/2016,118,40,0.666667,1306
157,1503960366,04/18/2016,70,9,0.15,268
158,1503960366,04/18/2016,64,7,0.116667,137
159,1503960366,04/18/2016,80,14,0.233333,495
160,1503960366,04/18/2016,78,17,0.283333,277
161,1503960366,04/18/2016,79,18,0.3,304
162,1503960366,04/18/2016,234,114,1.9,4074
163,1503960366,04/18/2016,157,30,0.5,2101
164,1503960366,04/18/2016,57,2,0.033333,28
165,1503960366,04/18/2016,68,11,0.183333,187
166,1503960366,04/18/2016,86,19,0.316667,542
167,1503960366,04/18/2016,83,18,0.3,488
168,1503960366,04/19/2016,47,0,0.0,0
169,1503960366,04/19/2016,49,1,0.016667,22
170,1503960366,04/19/2016,47,0,0.0,0
171,1503960366,04/19/2016,50,2,0.033333,9
172,1503960366,04/19/2016,47,0,0.0,0
173,1503960366,04/19/2016,47,0,0.0,0
174,1503960366,04/19/2016,49,1,0.016667,7
175,1503960366,04/19/2016,75,19,0.316667,316
176,1503960366,04/19/2016,130,38,0.633333,1656
177,1503960366,04/19/2016,79,16,0.266667,367
178,1503960366,04/19/2016,75,16,0.266667,203
179,1503960366,04/19/2016,72,13,0.216667,194
180,1503960366,04/19/2016,143,61,1.016667,1887
181,1503960366,04/19/2016,171,65,1.083333,2697
182,1503960366,04/19/2016,76,12,0.2,409
183,1503960366,04/19/2016,72,12,0.2,299
184,1503960366,04/19/2016,71,9,0.15,297
185,1503960366,04/19/2016,90,13,0.216667,732
186,1503960366,04/19/2016,120,30,0.5,1280
187,1503960366,04/19/2016,93,31,0.516667,397
188,1503960366,04/19/2016,159,69,1.15,2487
189,1503960366,04/19/2016,94,16,0.266667,826
190,1503960366,04/19/2016,58,4,0.066667,52
191,1503960366,04/19/2016,120,48,0.8,1369
192,1503960366,04/20/2016,54,2,0.033333,16
193,1503960366,04/20/2016,53,2,0.033333,36
194,1503960366,04/20/2016,47,0,0.0,0
195,1503960366,04/20/2016,48,0,0.0,0
196,1503960366,04/20/2016,48,0,0.0,0
197,1503960366,04/20/2016,47,0,0.0,0
198,1503960366,04/20/2016,48,0,0.0,0
199,1503960366,04/20/2016,51,3,0.05,29
200,1503960366,04/20/2016,70,14,0.233333,264
201,1503960366,04/20/2016,144,50,0.833333,1993
202,1503960366,04/20/2016,79,13,0.216667,459
203,1503960366,04/20/2016,58,1,0.016667,65
204,1503960366,04/20/2016,64,8,0.133333,185
205,1503960366,04/20/2016,61,5,0.083333,64
206,1503960366,04/20/2016,113,39,0.65,1270
207,1503960366,04/20/2016,97,21,0.35,797
208,1503960366,04/20/2016,70,11,0.183333,261
209,1503960366,04/20/2016,57,2,0.033333,13
210,1503960366,04/20/2016,114,32,0.533333,1308
211,1503960366,04/20/2016,117,36,0.6,1558
212,1503960366,04/20/2016,80,12,0.2,499
213,1503960366,04/20/2016,83,22,0.366667,395
214,1503960366,04/20/2016,62,7,0.116667,77
215,1503960366,04/20/2016,120,33,0.55,1255
216,1503960366,04/21/2016,54,2,0.033333,17
217,1503960366,04/21/2016,61,8,0.133333,129
218,1503960366,04/21/2016,55,5,0.083333,81
219,1503960366,04/21/2016,48,0,0.0,0
220,1503960366,04/21/2016,47,0,0.0,0
221,1503960366,04/21/2016,47,0,0.0,0
222,1503960366,04/21/2016,48,0,0.0,0
223,1503960366,04/21/2016,52,3,0.05,38
224,1503960366,04/21/2016,71,15,0.25,245
225,1503960366,04/21/2016,133,26,0.433333,1672
226,1503960366,04/21/2016,77,16,0.266667,255
227,1503960366,04/21/2016,55,0,0.0,0
228,1503960366,04/21/2016,73,11,0.183333,384
229,1503960366,04/21/2016,113,25,0.416667,1140
230,1503960366,04/21/2016,58,2,0.033333,12
231,1503960366,04/21/2016,68,8,0.133333,213
232,1503960366,04/21/2016,60,4,0.066667,26
233,1503960366,04/21/2016,60,5,0.083333,96
234,1503960366,04/21/2016,69,9,0.15,213
235,1503960366,04/21/2016,64,8,0.133333,100
236,1503960366,04/21/2016,213,92,1.533333,3541
237,1503960366,04/21/2016,104,21,0.35,970
238,1503960366,04/21/2016,63,9,0.15,89
239,1503960366,04/21/2016,84,15,0.25,598
240,1503960366,04/22/2016,47,0,0.0,0
241,1503960366,04/22/2016,47,0,0.0,0
242,1503960366,04/22/2016,47,0,0.0,0
243,1503960366,04/22/2016,47,0,0.0,0
244,1503960366,04/22/2016,47,0,0.0,0
245,1503960366,04/22/2016,47,0,0.0,0
246,1503960366,04/22/2016,47,0,0.0,0
247,1503960366,04/22/2016,47,0,0.0,0
248,1503960366,04/22/2016,47,0,0.0,0
249,1503960366,04/22/2016,65,13,0.216667,192
250,1503960366,04/22/2016,54,2,0.033333,29
251,1503960366,04/22/2016,102,34,0.566667,958
252,1503960366,04/22/2016,57,2,0.033333,38
253,1503960366,04/22/2016,60,4,0.066667,118
254,1503960366,04/22/2016,54,0,0.0,0
255,1503960366,04/22/2016,66,10,0.166667,180
256,1503960366,04/22/2016,58,4,0.066667,22
257,1503960366,04/22/2016,104,18,0.3,1041
258,1503960366,04/22/2016,87,23,0.383333,514
259,1503960366,04/22/2016,82,16,0.266667,629
260,1503960366,04/22/2016,71,13,0.216667,329
261,1503960366,04/22/2016,311,159,2.65,5934
262,1503960366,04/22/2016,95,30,0.5,855
263,1503960366,04/22/2016,136,54,0.9,1925
264,1503960366,04/23/2016,63,9,0.15,182
265,1503960366,04/23/2016,47,0,0.0,0
266,1503960366,04/23/2016,49,1,0.016667,11
267,1503960366,04/23/2016,47,0,0.0,0
268,1503960366,04/23/2016,47,0,0.0,0
269,1503960366,04/23/2016,48,0,0.0,0
270,1503960366,04/23/2016,50,2,0.033333,12
271,1503960366,04/23/2016,48,0,0.0,0
272,1503960366,04/23/2016,59,8,0.133333,127
273,1503960366,04/23/2016,75,17,0.283333,285
274,1503960366,04/23/2016,56,4,0.066667,49
275,1503960366,04/23/2016,84,11,0.183333,703
276,1503960366,04/23/2016,129,49,0.816667,1597
277,1503960366,04/23/2016,129,51,0.85,1453
278,1503960366,04/23/2016,78,20,0.333333,202
279,1503960366,04/23/2016,73,15,0.25,158
280,1503960366,04/23/2016,140,52,0.866667,2008
281,1503960366,04/23/2016,121,26,0.433333,1472
282,1503960366,04/23/2016,173,66,1.1,2569
283,1503960366,04/23/2016,51,2,0.033333,29
284,1503960366,04/23/2016,63,9,0.15,142
285,1503960366,04/23/2016,162,54,0.9,2432
286,1503960366,04/23/2016,96,25,0.416667,709
287,1503960366,04/23/2016,60,6,0.1,231
288,1503960366,04/24/2016,66,10,0.166667,141
289,1503960366,04/24/2016,54,2,0.033333,42
290,1503960366,04/24/2016,48,0,0.0,0
291,1503960366,04/24/2016,48,0,0.0,0
292,1503960366,04/24/2016,49,1,0.016667,8
293,1503960366,04/24/2016,48,0,0.0,0
294,1503960366,04/24/2016,49,1,0.016667,7
295,1503960366,04/24/2016,47,0,0.0,0
296,1503960366,04/24/2016,49,1,0.016667,8
297,1503960366,04/24/2016,59,8,0.133333,76
298,1503960366,04/24/2016,90,26,0.433333,492
299,1503960366,04/24/2016,67,12,0.2,149
300,1503960366,04/24/2016,82,12,0.2,548
301,1503960366,04/24/2016,74,12,0.2,394
302,1503960366,04/24/2016,52,1,0.016667,26
303,1503960366,04/24/2016,52,2,0.033333,27
304,1503960366,04/24/2016,102,29,0.483333,885
305,1503960366,04/24/2016,86,25,0.416667,411
306,1503960366,04/24/2016,115,40,0.666667,911
307,1503960366,04/24/2016,270,131,2.183333,4871
308,1503960366,04/24/2016,76,18,0.3,342
309,1503960366,04/24/2016,74,17,0.283333,244
310,1503960366,04/24/2016,61,7,0.116667,66
311,1503960366,04/24/2016,72,10,0.166667,391
312,1503960366,04/25/2016,62,8,0.133333,95
313,1503960366,04/25/2016,53,3,0.05,22
314,1503960366,04/25/2016,57,6,0.1,97
315,1503960366,04/25/2016,47,0,0.0,0
316,1503960366,04/25/2016,50,2,0.033333,25
317,1503960366,04/25/2016,49,1,0.016667,4
318,1503960366,04/25/2016,47,0,0.0,0
319,1503960366,04/25/2016,52,3,0.05,44
320,1503960366,04/25/2016,83,22,0.366667,426
321,1503960366,04/25/2016,146,46,0.766667,2041
322,1503960366,04/25/2016,73,12,0.2,258
323,1503960366,04/25/2016,121,24,0.4,1468
324,1503960366,04/25/2016,92,19,0.316667,707
325,1503960366,04/25/2016,75,13,0.216667,299
326,1503960366,04/25/2016,62,5,0.083333,94
327,1503960366,04/25/2016,76,13,0.216667,359
328,1503960366,04/25/2016,71,10,0.166667,263
329,1503960366,04/25/2016,67,8,0.133333,188
330,1503960366,04/25/2016,61,6,0.1,116
331,1503960366,04/25/2016,182,86,1.433333,2815
332,1503960366,04/25/2016,95,30,0.5,895
333,1503960366,04/25/2016,267,132,2.2,4895
334,1503960366,04/25/2016,68,11,0.183333,188
335,1503960366,04/25/2016,54,3,0.05,56
336,1503960366,04/26/2016,56,4,0.066667,101
337,1503960366,04/26/2016,66,11,0.183333,178
338,1503960366,04/26/2016,51,0,0.0,0
339,1503960366,04/26/2016,64,11,0.183333,145
340,1503960366,04/26/2016,48,0,0.0,0
341,1503960366,04/26/2016,49,1,0.016667,7
342,1503960366,04/26/2016,48,0,0.0,0
343,1503960366,04/26/2016,52,3,0.05,28
344,1503960366,04/26/2016,67,13,0.216667,173
345,1503960366,04/26/2016,139,31,0.516667,1826
346,1503960366,04/26/2016,92,22,0.366667,666
347,1503960366,04/26/2016,78,17,0.283333,266
348,1503960366,04/26/2016,74,10,0.166667,415
349,1503960366,04/26/2016,126,42,0.7,1571
350,1503960366,04/26/2016,142,60,1.0,1998
351,1503960366,04/26/2016,74,9,0.15,323
352,1503960366,04/26/2016,93,22,0.366667,697
353,1503960366,04/26/2016,60,5,0.083333,143
354,1503960366,04/26/2016,169,72,1.2,2513
355,1503960366,04/26/2016,73,15,0.25,148
356,1503960366,04/26/2016,127,26,0.433333,1649
357,1503960366,04/26/2016,79,14,0.233333,450
358,1503960366,04/26/2016,66,9,0.15,148
359,1503960366,04/26/2016,80,21,0.35,310
360,1503960366,04/27/2016,68,10,0.166667,277
361,1503960366,04/27/2016,59,5,0.083333,60
362,1503960366,04/27/2016,53,2,0.033333,17
363,1503960366,04/27/2016,47,0,0.0,0
364,1503960366,04/27/2016,47,0,0.0,0
365,1503960366,04/27/2016,47,0,0.0,0
366,1503960366,04/27/2016,47,0,0.0,0
367,1503960366,04/27/2016,47,0,0.0,0
368,1503960366,04/27/2016,47,0,0.0,0
369,1503960366,04/27/2016,149,33,0.55,1916
370,1503960366,04/27/2016,93,27,0.45,502
371,1503960366,04/27/2016,100,23,0.383333,797
372,1503960366,04/27/2016,89,12,0.2,701
373,1503960366,04/27/2016,76,13,0.216667,319
374,1503960366,04/27/2016,150,35,0.583333,1932
375,1503960366,04/27/2016,63,6,0.1,59
376,1503960366,04/27/2016,64,7,0.116667,98
377,1503960366,04/27/2016,73,13,0.216667,261
378,1503960366,04/27/2016,178,73,1.216667,2714
379,1503960366,04/27/2016,318,150,2.5,5786
380,1503960366,04/27/2016,174,70,1.166667,2420
381,1503960366,04/27/2016,76,20,0.333333,266
382,1503960366,04/27/2016,47,0,0.0,0
383,1503960366,04/27/2016,47,0,0.0,0
384,1503960366,04/28/2016,47,0,0.0,0
385,1503960366,04/28/2016,62,10,0.166667,127
386,1503960366,04/28/2016,48,0,0.0,0
387,1503960366,04/28/2016,47,0,0.0,0
388,1503960366,04/28/2016,48,0,0.0,0
389,1503960366,04/28/2016,47,0,0.0,0
390,1503960366,04/28/2016,48,0,0.0,0
391,1503960366,04/28/2016,49,1,0.016667,14
392,1503960366,04/28/2016,63,11,0.183333,128
393,1503960366,04/28/2016,116,38,0.633333,1192
394,1503960366,04/28/2016,105,19,0.316667,987
395,1503960366,04/28/2016,73,10,0.166667,288
396,1503960366,04/28/2016,78,16,0.266667,317
397,1503960366,04/28/2016,108,33,0.55,1144
398,1503960366,04/28/2016,124,47,0.783333,1512
399,1503960366,04/28/2016,61,5,0.083333,115
400,1503960366,04/28/2016,81,10,0.166667,554
401,1503960366,04/28/2016,72,11,0.183333,235
402,1503960366,04/28/2016,138,56,0.933333,1829
403,1503960366,04/28/2016,56,1,0.016667,13
404,1503960366,04/28/2016,151,50,0.833333,2122
405,1503960366,04/28/2016,103,21,0.35,986
406,1503960366,04/28/2016,55,2,0.033333,16
407,1503960366,04/28/2016,121,48,0.8,1512
408,1503960366,04/29/2016,65,9,0.15,202
409,1503960366,04/29/2016,49,0,0.0,0
410,1503960366,04/29/2016,54,4,0.066667,71
411,1503960366,04/29/2016,47,0,0.0,0
412,1503960366,04/29/2016,47,0,0.0,0
413,1503960366,04/29/2016,48,0,0.0,0
414,1503960366,04/29/2016,47,0,0.0,0
415,1503960366,04/29/2016,52,3,0.05,27
416,1503960366,04/29/2016,67,13,0.216667,201
417,1503960366,04/29/2016,142,33,0.55,1820
418,1503960366,04/29/2016,60,4,0.066667,44
419,1503960366,04/29/2016,60,4,0.066667,104
420,1503960366,04/29/2016,65,6,0.1,214
421,1503960366,04/29/2016,62,6,0.1,41
422,1503960366,04/29/2016,136,56,0.933333,1711
423,1503960366,04/29/2016,110,23,0.383333,1076
424,1503960366,04/29/2016,73,10,0.166667,285
425,1503960366,04/29/2016,75,9,0.15,380
426,1503960366,04/29/2016,60,5,0.083333,118
427,1503960366,04/29/2016,71,11,0.183333,267
428,1503960366,04/29/2016,80,16,0.266667,386
429,1503960366,04/29/2016,118,20,0.333333,1366
430,1503960366,04/29/2016,111,27,0.45,1111
431,1503960366,04/29/2016,140,56,0.933333,1757
432,1503960366,04/30/2016,51,1,0.016667,19
433,1503960366,04/30/2016,57,7,0.116667,65
434,1503960366,04/30/2016,47,0,0.0,0
435,1503960366,04/30/2016,49,1,0.016667,6
436,1503960366,04/30/2016,47,0,0.0,0
437,1503960366,04/30/2016,48,0,0.0,0
438,1503960366,04/30/2016,48,0,0.0,0
439,1503960366,04/30/2016,48,0,0.0,0
440,1503960366,04/30/2016,52,3,0.05,60
441,1503960366,04/30/2016,64,11,0.183333,148
442,1503960366,04/30/2016,72,17,0.283333,239
443,1503960366,04/30/2016,62,7,0.116667,127
444,1503960366,04/30/2016,58,4,0.066667,92
445,1503960366,04/30/2016,65,11,0.183333,141
446,1503960366,04/30/2016,85,22,0.366667,520
447,1503960366,04/30/2016,94,26,0.433333,993
448,1503960366,04/30/2016,203,99,1.65,3388
449,1503960366,04/30/2016,160,55,0.916667,2176
450,1503960366,04/30/2016,159,71,1.183333,2319
451,1503960366,04/30/2016,60,4,0.066667,92
452,1503960366,04/30/2016,62,5,0.083333,117
453,1503960366,04/30/2016,96,22,0.366667,840
454,1503960366,04/30/2016,144,47,0.783333,2139
455,1503960366,04/30/2016,116,28,0.466667,1192
456,1503960366,05/01/2016,64,9,0.15,247
457,1503960366,05/01/2016,60,8,0.133333,59
458,1503960366,05/01/2016,50,2,0.033333,36
459,1503960366,05/01/2016,48,1,0.016667,4
460,1503960366,05/01/2016,47,0,0.0,0
461,1503960366,05/01/2016,48,0,0.0,0
462,1503960366,05/01/2016,47,0,0.0,0
463,1503960366,05/01/2016,52,3,0.05,41
464,1503960366,05/01/2016,56,6,0.1,94
465,1503960366,05/01/2016,67,12,0.2,198
466,1503960366,05/01/2016,61,6,0.1,146
467,1503960366,05/01/2016,65,10,0.166667,103
468,1503960366,05/01/2016,66,10,0.166667,130
469,1503960366,05/01/2016,57,5,0.083333,85
470,1503960366,05/01/2016,91,25,0.416667,540
471,1503960366,05/01/2016,81,21,0.35,294
472,1503960366,05/01/2016,97,23,0.383333,823
473,1503960366,05/01/2016,108,33,0.55,1053
474,1503960366,05/01/2016,159,70,1.166667,2007
475,1503960366,05/01/2016,71,14,0.233333,177
476,1503960366,05/01/2016,59,6,0.1,93
477,1503960366,05/01/2016,86,25,0.416667,363
478,1503960366,05/01/2016,127,50,0.833333,1552
479,1503960366,05/01/2016,161,76,1.266667,2557
480,1503960366,05/02/2016,50,0,0.0,0
481,1503960366,05/02/2016,59,7,0.116667,119
482,1503960366,05/02/2016,47,0,0.0,0
483,1503960366,05/02/2016,49,1,0.016667,21
484,1503960366,05/02/2016,47,0,0.0,0
485,1503960366,05/02/2016,47,0,0.0,0
486,1503960366,05/02/2016,47,0,0.0,0
487,1503960366,05/02/2016,51,3,0.05,28
488,1503960366,05/02/2016,68,12,0.2,245
489,1503960366,05/02/2016,142,30,0.5,1690
490,1503960366,05/02/2016,82,19,0.316667,369
491,1503960366,05/02/2016,78,16,0.266667,384
492,1503960366,05/02/2016,153,64,1.066667,2116
493,1503960366,05/02/2016,107,21,0.35,1064
494,1503960366,05/02/2016,75,13,0.216667,355
495,1503960366,05/02/2016,76,11,0.183333,418
496,1503960366,05/02/2016,88,24,0.4,420
497,1503960366,05/02/2016,73,12,0.2,340
498,1503960366,05/02/2016,68,9,0.15,227
499,1503960366,05/02/2016,73,13,0.216667,235
500,1503960366,05/02/2016,231,105,1.75,3903
501,1503960366,05/02/2016,119,25,0.416667,1427
502,1503960366,05/02/2016,106,28,0.466667,945
503,1503960366,05/02/2016,80,17,0.283333,404
504,1503960366,05/03/2016,54,3,0.05,55
505,1503960366,05/03/2016,58,6,0.1,79
506,1503960366,05/03/2016,49,1,0.016667,20
507,1503960366,05/03/2016,57,5,0.083333,110
508,1503960366,05/03/2016,47,0,0.0,0
509,1503960366,05/03/2016,47,0,0.0,0
510,1503960366,05/03/2016,50,2,0.033333,16
511,1503960366,05/03/2016,51,3,0.05,23
512,1503960366,05/03/2016,64,11,0.183333,158
513,1503960366,05/03/2016,114,24,0.4,1391
514,1503960366,05/03/2016,99,25,0.416667,955
515,1503960366,05/03/2016,74,12,0.2,297
516,1503960366,05/03/2016,81,17,0.283333,396
517,1503960366,05/03/2016,83,23,0.383333,309
518,1503960366,05/03/2016,88,26,0.433333,384
519,1503960366,05/03/2016,136,46,0.766667,1719
520,1503960366,05/03/2016,103,33,0.55,870
521,1503960366,05/03/2016,89,18,0.3,690
522,1503960366,05/03/2016,191,86,1.433333,3119
523,1503960366,05/03/2016,58,5,0.083333,140
524,1503960366,05/03/2016,50,1,0.016667,6
525,1503960366,05/03/2016,109,37,0.616667,1333
526,1503960366,05/03/2016,163,58,0.966667,2549
527,1503960366,05/03/2016,77,10,0.166667,484
528,1503960366,05/04/2016,79,17,0.283333,400
529,1503960366,05/04/2016,53,2,0.033333,18
530,1503960366,05/04/2016,47,0,0.0,0
531,1503960366,05/04/2016,47,0,0.0,0
532,1503960366,05/04/2016,47,0,0.0,0
533,1503960366,05/04/2016,47,0,0.0,0
534,1503960366,05/04/2016,47,0,0.0,0
535,1503960366,05/04/2016,47,0,0.0,0
536,1503960366,05/04/2016,53,4,0.066667,68
537,1503960366,05/04/2016,125,22,0.366667,1470
538,1503960366,05/04/2016,87,26,0.433333,598
539,1503960366,05/04/2016,65,7,0.116667,194
540,1503960366,05/04/2016,75,12,0.2,366
541,1503960366,05/04/2016,76,16,0.266667,318
542,1503960366,05/04/2016,152,67,1.116667,2284
543,1503960366,05/04/2016,65,7,0.116667,138
544,1503960366,05/04/2016,64,6,0.1,144
545,1503960366,05/04/2016,71,11,0.183333,341
546,1503960366,05/04/2016,145,62,1.033333,2041
547,1503960366,05/04/2016,78,19,0.316667,205
548,1503960366,05/04/2016,124,30,0.5,1316
549,1503960366,05/04/2016,110,39,0.65,1106
550,1503960366,05/04/2016,63,8,0.133333,93
551,1503960366,05/04/2016,52,0,0.0,0
552,1503960366,05/05/2016,56,6,0.1,70
553,1503960366,05/05/2016,58,6,0.1,113
554,1503960366,05/05/2016,52,2,0.033333,19
555,1503960366,05/05/2016,47,0,0.0,0
556,1503960366,05/05/2016,53,4,0.066667,44
557,1503960366,05/05/2016,47,0,0.0,0
558,1503960366,05/05/2016,49,1,0.016667,8
559,1503960366,05/05/2016,51,3,0.05,23
560,1503960366,05/05/2016,61,10,0.166667,107
561,1503960366,05/05/2016,131,26,0.433333,1615
562,1503960366,05/05/2016,78,15,0.25,360
